2025-11-20 09:15:00,26136.00,26136.00,26083.15,26099.70,11780000,26106.28
2025-11-20 09:20:00,26099.45,26105.40,26080.50,26096.30,5570000,26102.36
2025-11-20 09:25:00,26096.40,26104.95,26082.90,26104.95,4190000,26101.43
2025-11-20 09:30:00,26103.70,26111.40,26095.85,26104.50,4320000,26101.85
2025-11-20 09:35:00,26104.40,26111.90,26096.30,26104.60,3150000,26102.11
2025-11-20 09:40:00,26105.00,26105.35,26063.20,26077.95,3350000,26100.05
2025-11-20 09:45:00,26077.50,26093.20,26068.20,26088.65,2310000,26098.94
2025-11-20 09:50:00,26089.00,26095.55,26083.25,26084.40,2410000,26098.21
2025-11-20 09:55:00,26084.25,26091.95,26074.10,26077.20,3000000,26096.93
2025-11-20 10:00:00,26076.95,26087.70,26076.15,26085.05,3190000,26095.90
2025-11-20 10:05:00,26089.35,26103.45,26082.40,26099.45,2050000,26095.86
2025-11-20 10:10:00,26099.60,26105.90,26090.45,26099.65,2560000,26096.01
2025-11-20 10:15:00,26100.70,26109.35,26097.40,26103.50,2200000,26096.34
2025-11-20 10:20:00,26103.10,26106.20,26098.25,26101.00,5720000,26096.90
2025-11-20 10:25:00,26101.55,26115.25,26098.60,26113.75,2780000,26097.48
2025-11-20 10:30:00,26114.00,26121.95,26112.75,26117.80,3060000,26098.48
2025-11-20 10:35:00,26114.90,26121.75,26114.55,26119.60,2730000,26099.34
2025-11-20 10:40:00,26119.00,26130.85,26117.00,26128.40,2240000,26100.21
2025-11-20 10:45:00,26128.25,26141.55,26124.10,26140.40,2700000,26101.58
2025-11-20 10:50:00,26140.75,26145.05,26138.25,26138.80,2200000,26102.78
2025-11-20 10:55:00,26138.50,26138.90,26128.70,26130.55,2490000,26103.79
2025-11-20 11:00:00,26129.85,26137.10,26126.05,26136.60,2590000,26104.79
2025-11-20 11:05:00,26137.50,26140.40,26131.95,26138.05,2720000,26105.88
2025-11-20 11:10:00,26138.15,26141.30,26133.10,26133.10,2160000,26106.68
2025-11-20 11:15:00,26133.40,26135.95,26126.95,26127.80,2100000,26107.27
2025-11-20 11:20:00,26128.20,26138.05,26126.85,26137.35,2300000,26107.99
2025-11-20 11:25:00,26136.80,26140.30,26133.00,26136.60,2070000,26106.66
2025-11-20 11:30:00,26136.70,26148.65,26133.15,26147.35,2090000,26107.46
2025-11-20 11:35:00,26147.75,26148.40,26141.20,26142.55,2170000,26110.28
2025-11-20 11:40:00,26142.50,26146.60,26138.55,26146.75,2100000,26111.02
2025-11-20 11:45:00,26146.20,26146.45,26132.00,26134.10,2520000,26111.71
2025-11-20 11:50:00,26134.05,26136.25,26125.85,26133.50,2410000,26112.20
2025-11-20 11:55:00,26133.75,26144.35,26133.00,26143.50,1850000,26112.71
2025-11-20 12:00:00,26143.75,26152.95,26142.15,26145.70,1950000,26113.36
2025-11-20 12:08:00,26146.50,26148.55,26140.15,26140.65,2380000,26114.03
2025-11-20 12:10:00,26141.15,26146.45,26140.15,26146.05,2660000,26114.77
2025-11-20 12:15:00,26146.15,26150.00,26135.35,26147.45,3360000,26115.66
2025-11-20 12:20:00,26146.80,26158.15,26142.90,26154.15,2520000,26116.46
2025-11-20 12:25:00,26153.90,26162.65,26153.00,26160.00,2700000,26117.43
2025-11-20 12:30:00,26160.05,26167.60,26158.20,26164.65,2990000,26118.59
2025-11-20 12:35:00,26164.60,26171.25,26164.00,26168.35,2250000,26119.50
2025-11-20 12:40:00,26168.90,26175.35,26165.65,26170.35,2300000,26120.44
2025-11-20 12:45:00,26170.05,26177.55,26169.60,26174.10,1970000,26121.27
2025-11-20 12:50:00,26173.75,26176.95,26169.25,26171.65,2020000,26122.08
2025-11-20 12:55:00,26171.60,26174.60,26167.60,26172.15,2620000,26123.07
2025-11-20 13:00:00,26172.70,26184.75,26171.00,26181.20,1680000,26123.78
2025-11-20 13:05:00,26180.85,26182.65,26171.00,26173.70,1950000,26124.53
2025-11-20 13:10:00,26173.35,26181.30,26173.35,26177.80,2200000,26125.39
2025-11-20 13:15:00,26177.10,26185.80,26174.95,26182.70,2260000,26126.29
2025-11-20 13:20:00,26183.10,26191.50,26172.90,26187.85,2200000,26127.19
2025-11-20 13:25:00,26187.75,26204.40,26186.70,26203.25,2090000,26128.23
2025-11-20 13:30:00,26203.20,26205.05,26198.85,26200.05,1810000,26129.14
2025-11-20 13:35:00,26200.15,26214.60,26198.80,26213.40,2300000,26130.39
2025-11-20 13:40:00,26213.45,26215.35,26204.55,26206.10,2250000,26131.56
2025-11-20 13:45:00,26206.15,26217.20,26200.85,26211.95,2250000,26132.72
2025-11-20 13:50:00,26211.70,26228.00,26209.95,26224.85,1940000,26133.83
2025-11-20 13:55:00,26224.30,26225.90,26218.60,26218.90,2000000,26134.96
