2025-11-17 09:15:00,25948.50,25958.65,25906.35,25951.05,15950000,25938.68
2025-11-17 09:20:00,25952.45,25966.75,25942.80,25944.00,8050000,25942.88
2025-11-17 09:25:00,25943.05,25975.65,25942.65,25964.55,5530000,25946.26
2025-11-17 09:30:00,25966.45,25978.95,25960.65,25960.65,5680000,25949.57
2025-11-17 09:35:00,25960.60,25973.00,25958.55,25961.15,4580000,25951.26
2025-11-17 09:40:00,25961.35,25974.75,25958.05,25971.40,4240000,25952.86
2025-11-17 09:45:00,25971.85,25972.90,25949.00,25962.46,4440000,25953.65
2025-11-17 09:50:00,25943.05,25968.75,25958.05,25964.75,4740000,25954.56
2025-11-17 09:55:00,25965.40,25979.80,25964.75,25963.20,3270000,25953.45
2025-11-17 10:00:00,25964.00,25969.60,25969.40,25954.10,3560000,25955.58
2025-11-17 10:05:00,25954.15,25962.40,25947.20,25948.70,3180000,25955.44
2025-11-17 10:10:00,25948.95,25951.95,25944.30,25949.30,2750000,25955.15
2025-11-17 10:15:00,25949.45,25965.15,25947.60,25963.90,3210000,25955.32
2025-11-17 10:20:00,25965.00,25971.35,25963.75,25967.20,3540000,25955.91
2025-11-17 10:25:00,25965.95,25966.95,25935.75,25939.35,3470000,25955.52
2025-11-17 10:30:00,25939.95,25949.10,25938.50,25947.55,2720000,25955.16
2025-11-17 10:35:00,25948.10,25950.90,25930.95,25933.80,2340000,25954.68
2025-11-17 10:40:00,25934.95,25937.00,25924.75,25936.00,2820000,25953.94
2025-11-17 10:45:00,25936.05,25944.40,25933.30,25940.25,2470000,25953.52
2025-11-17 10:50:00,25939.80,25939.95,25929.30,25936.25,2110000,25953.09
2025-11-17 10:55:00,25936.40,25945.60,25935.90,25942.20,2520000,25952.77
2025-11-17 11:00:00,25942.45,25954.20,25942.45,25948.65,2420000,25952.66
2025-11-17 11:05:00,25948.95,25949.40,25934.95,25948.70,2740000,25952.42
2025-11-17 11:10:00,25949.05,25949.05,25942.75,25946.20,2240000,25952.27
2025-11-17 11:15:00,25946.80,25950.55,25939.55,25939.55,2320000,25952.07
2025-11-17 11:20:00,25939.90,25941.50,25929.25,25941.35,3120000,25951.62
